,DATA_NOTIFICACAO,Date,FAIXA_ETARIA,count
808,09/07/2020,2020-09-07,20 A 29 ANOS,431
811,09/07/2020,2020-09-07,50 A 59 ANOS,351
806,09/07/2020,2020-09-07,1 A 9 ANOS,52
812,09/07/2020,2020-09-07,60 A 69 ANOS,223
813,09/07/2020,2020-09-07,70 A 79 ANOS,116
807,09/07/2020,2020-09-07,10 A 19 ANOS,101
814,09/07/2020,2020-09-07,80 A 89 ANOS,56
815,09/07/2020,2020-09-07,90 OU MAIS,13
816,09/07/2020,2020-09-07,<1ANO,9
810,09/07/2020,2020-09-07,40 A 49 ANOS,534
827,09/08/2020,2020-09-08,<1ANO,2
818,09/08/2020,2020-09-08,10 A 19 ANOS,23
819,09/08/2020,2020-09-08,20 A 29 ANOS,111
821,09/08/2020,2020-09-08,40 A 49 ANOS,124
825,09/08/2020,2020-09-08,80 A 89 ANOS,32
824,09/08/2020,2020-09-08,70 A 79 ANOS,44
823,09/08/2020,2020-09-08,60 A 69 ANOS,67
822,09/08/2020,2020-09-08,50 A 59 ANOS,120
820,09/08/2020,2020-09-08,30 A 39 ANOS,207
817,09/08/2020,2020-09-08,1 A 9 ANOS,17
826,09/08/2020,2020-09-08,90 OU MAIS,6
830,09/09/2020,2020-09-09,20 A 29 ANOS,421
828,09/09/2020,2020-09-09,1 A 9 ANOS,70
829,09/09/2020,2020-09-09,10 A 19 ANOS,131
831,09/09/2020,2020-09-09,30 A 39 ANOS,573
837,09/09/2020,2020-09-09,90 OU MAIS,15
833,09/09/2020,2020-09-09,50 A 59 ANOS,327
834,09/09/2020,2020-09-09,60 A 69 ANOS,194
835,09/09/2020,2020-09-09,70 A 79 ANOS,110
836,09/09/2020,2020-09-09,80 A 89 ANOS,68
838,09/09/2020,2020-09-09,<1ANO,12
832,09/09/2020,2020-09-09,40 A 49 ANOS,484
848,09/10/2020,2020-09-10,90 OU MAIS,14
847,09/10/2020,2020-09-10,80 A 89 ANOS,43
846,09/10/2020,2020-09-10,70 A 79 ANOS,86
845,09/10/2020,2020-09-10,60 A 69 ANOS,156
844,09/10/2020,2020-09-10,50 A 59 ANOS,270
843,09/10/2020,2020-09-10,40 A 49 ANOS,333
842,09/10/2020,2020-09-10,30 A 39 ANOS,425
841,09/10/2020,2020-09-10,20 A 29 ANOS,309
840,09/10/2020,2020-09-10,10 A 19 ANOS,111
849,09/10/2020,2020-09-10,<1ANO,6
839,09/10/2020,2020-09-10,1 A 9 ANOS,47
852,09/11/2020,2020-09-11,20 A 29 ANOS,377
854,09/11/2020,2020-09-11,40 A 49 ANOS,300
856,09/11/2020,2020-09-11,60 A 69 ANOS,144
857,09/11/2020,2020-09-11,70 A 79 ANOS,68
858,09/11/2020,2020-09-11,80 A 89 ANOS,23
859,09/11/2020,2020-09-11,90 OU MAIS,2
860,09/11/2020,2020-09-11,<1ANO,4
850,09/11/2020,2020-09-11,1 A 9 ANOS,53
851,09/11/2020,2020-09-11,10 A 19 ANOS,96
853,09/11/2020,2020-09-11,30 A 39 ANOS,422
855,09/11/2020,2020-09-11,50 A 59 ANOS,231
862,09/12/2020,2020-09-12,10 A 19 ANOS,122
865,09/12/2020,2020-09-12,40 A 49 ANOS,732
866,09/12/2020,2020-09-12,50 A 59 ANOS,499
867,09/12/2020,2020-09-12,60 A 69 ANOS,276
868,09/12/2020,2020-09-12,70 A 79 ANOS,147
869,09/12/2020,2020-09-12,80 A 89 ANOS,49
870,09/12/2020,2020-09-12,90 OU MAIS,8
871,09/12/2020,2020-09-12,<1ANO,11
864,09/12/2020,2020-09-12,30 A 39 ANOS,929
863,09/12/2020,2020-09-12,20 A 29 ANOS,557
861,09/12/2020,2020-09-12,1 A 9 ANOS,38
1231,13/09/2020,2020-09-13,<1ANO,7
1230,13/09/2020,2020-09-13,90 OU MAIS,4
1229,13/09/2020,2020-09-13,80 A 89 ANOS,22
1228,13/09/2020,2020-09-13,70 A 79 ANOS,34
1227,13/09/2020,2020-09-13,60 A 69 ANOS,73
1221,13/09/2020,2020-09-13,1 A 9 ANOS,15
1225,13/09/2020,2020-09-13,40 A 49 ANOS,139
1224,13/09/2020,2020-09-13,30 A 39 ANOS,150
1223,13/09/2020,2020-09-13,20 A 29 ANOS,140
1222,13/09/2020,2020-09-13,10 A 19 ANOS,39
1226,13/09/2020,2020-09-13,50 A 59 ANOS,85
1330,14/09/2020,2020-09-14,80 A 89 ANOS,50
1332,14/09/2020,2020-09-14,<1ANO,9
1331,14/09/2020,2020-09-14,90 OU MAIS,5
1326,14/09/2020,2020-09-14,40 A 49 ANOS,483
1329,14/09/2020,2020-09-14,70 A 79 ANOS,118
1322,14/09/2020,2020-09-14,1 A 9 ANOS,53
1323,14/09/2020,2020-09-14,10 A 19 ANOS,116
1324,14/09/2020,2020-09-14,20 A 29 ANOS,432
1325,14/09/2020,2020-09-14,30 A 39 ANOS,560
1327,14/09/2020,2020-09-14,50 A 59 ANOS,336
1328,14/09/2020,2020-09-14,60 A 69 ANOS,241
1428,15/09/2020,2020-09-15,70 A 79 ANOS,110
1431,15/09/2020,2020-09-15,<1ANO,14
1427,15/09/2020,2020-09-15,60 A 69 ANOS,190
1426,15/09/2020,2020-09-15,50 A 59 ANOS,329
1425,15/09/2020,2020-09-15,40 A 49 ANOS,459
1422,15/09/2020,2020-09-15,10 A 19 ANOS,132
1423,15/09/2020,2020-09-15,20 A 29 ANOS,462
1430,15/09/2020,2020-09-15,90 OU MAIS,19
1421,15/09/2020,2020-09-15,1 A 9 ANOS,59
1424,15/09/2020,2020-09-15,30 A 39 ANOS,591
1429,15/09/2020,2020-09-15,80 A 89 ANOS,56
1531,16/09/2020,2020-09-16,<1ANO,10
1527,16/09/2020,2020-09-16,60 A 69 ANOS,216
1521,16/09/2020,2020-09-16,1 A 9 ANOS,56
1528,16/09/2020,2020-09-16,70 A 79 ANOS,118
1529,16/09/2020,2020-09-16,80 A 89 ANOS,64
1530,16/09/2020,2020-09-16,90 OU MAIS,13
1525,16/09/2020,2020-09-16,40 A 49 ANOS,470
1526,16/09/2020,2020-09-16,50 A 59 ANOS,311
1523,16/09/2020,2020-09-16,20 A 29 ANOS,454
1524,16/09/2020,2020-09-16,30 A 39 ANOS,591
1522,16/09/2020,2020-09-16,10 A 19 ANOS,117
1627,17/09/2020,2020-09-17,40 A 49 ANOS,384
1628,17/09/2020,2020-09-17,50 A 59 ANOS,279
1626,17/09/2020,2020-09-17,30 A 39 ANOS,531
1625,17/09/2020,2020-09-17,20 A 29 ANOS,414
1624,17/09/2020,2020-09-17,10 A 19 ANOS,97
1623,17/09/2020,2020-09-17,1 A 9 ANOS,53
1632,17/09/2020,2020-09-17,90 OU MAIS,10
1631,17/09/2020,2020-09-17,80 A 89 ANOS,57
1630,17/09/2020,2020-09-17,70 A 79 ANOS,114
1629,17/09/2020,2020-09-17,60 A 69 ANOS,188
1633,17/09/2020,2020-09-17,<1ANO,15
1731,18/09/2020,2020-09-18,40 A 49 ANOS,385
1737,18/09/2020,2020-09-18,<1ANO,9
1736,18/09/2020,2020-09-18,90 OU MAIS,13
1735,18/09/2020,2020-09-18,80 A 89 ANOS,58
1734,18/09/2020,2020-09-18,70 A 79 ANOS,100
1733,18/09/2020,2020-09-18,60 A 69 ANOS,186
1732,18/09/2020,2020-09-18,50 A 59 ANOS,311
1727,18/09/2020,2020-09-18,1 A 9 ANOS,52
1730,18/09/2020,2020-09-18,30 A 39 ANOS,510
1729,18/09/2020,2020-09-18,20 A 29 ANOS,400
1728,18/09/2020,2020-09-18,10 A 19 ANOS,89
1839,19/09/2020,2020-09-19,<1ANO,5
1831,19/09/2020,2020-09-19,20 A 29 ANOS,150
1832,19/09/2020,2020-09-19,30 A 39 ANOS,252
1838,19/09/2020,2020-09-19,90 OU MAIS,6
1829,19/09/2020,2020-09-19,1 A 9 ANOS,20
1830,19/09/2020,2020-09-19,10 A 19 ANOS,43
1837,19/09/2020,2020-09-19,80 A 89 ANOS,26
1833,19/09/2020,2020-09-19,40 A 49 ANOS,157
1835,19/09/2020,2020-09-19,60 A 69 ANOS,111
1834,19/09/2020,2020-09-19,50 A 59 ANOS,119
1836,19/09/2020,2020-09-19,70 A 79 ANOS,69
1932,20/09/2020,2020-09-20,10 A 19 ANOS,29
1933,20/09/2020,2020-09-20,20 A 29 ANOS,90
1934,20/09/2020,2020-09-20,30 A 39 ANOS,131
1935,20/09/2020,2020-09-20,40 A 49 ANOS,116
1936,20/09/2020,2020-09-20,50 A 59 ANOS,113
1937,20/09/2020,2020-09-20,60 A 69 ANOS,95
1938,20/09/2020,2020-09-20,70 A 79 ANOS,59
1939,20/09/2020,2020-09-20,80 A 89 ANOS,27
1940,20/09/2020,2020-09-20,90 OU MAIS,6
1941,20/09/2020,2020-09-20,<1ANO,1
1931,20/09/2020,2020-09-20,1 A 9 ANOS,13
2035,21/09/2020,2020-09-21,20 A 29 ANOS,392
2033,21/09/2020,2020-09-21,1 A 9 ANOS,41
2036,21/09/2020,2020-09-21,30 A 39 ANOS,489
2034,21/09/2020,2020-09-21,10 A 19 ANOS,116
2037,21/09/2020,2020-09-21,40 A 49 ANOS,377
2038,21/09/2020,2020-09-21,50 A 59 ANOS,252
2039,21/09/2020,2020-09-21,60 A 69 ANOS,175
2040,21/09/2020,2020-09-21,70 A 79 ANOS,90
2041,21/09/2020,2020-09-21,80 A 89 ANOS,54
2042,21/09/2020,2020-09-21,90 OU MAIS,6
2043,21/09/2020,2020-09-21,<1ANO,7
2135,22/09/2020,2020-09-22,10 A 19 ANOS,114
2144,22/09/2020,2020-09-22,<1ANO,10
2143,22/09/2020,2020-09-22,90 OU MAIS,14
2136,22/09/2020,2020-09-22,20 A 29 ANOS,444
2142,22/09/2020,2020-09-22,80 A 89 ANOS,43
2134,22/09/2020,2020-09-22,1 A 9 ANOS,63
2137,22/09/2020,2020-09-22,30 A 39 ANOS,665
2138,22/09/2020,2020-09-22,40 A 49 ANOS,410
2139,22/09/2020,2020-09-22,50 A 59 ANOS,349
2141,22/09/2020,2020-09-22,70 A 79 ANOS,112
2140,22/09/2020,2020-09-22,60 A 69 ANOS,207
2243,23/09/2020,2020-09-23,40 A 49 ANOS,368
2249,23/09/2020,2020-09-23,<1ANO,8
2248,23/09/2020,2020-09-23,90 OU MAIS,13
2242,23/09/2020,2020-09-23,30 A 39 ANOS,478
2241,23/09/2020,2020-09-23,20 A 29 ANOS,406
2240,23/09/2020,2020-09-23,10 A 19 ANOS,113
2247,23/09/2020,2020-09-23,80 A 89 ANOS,58
2246,23/09/2020,2020-09-23,70 A 79 ANOS,97
2244,23/09/2020,2020-09-23,50 A 59 ANOS,295
2239,23/09/2020,2020-09-23,1 A 9 ANOS,52
2245,23/09/2020,2020-09-23,60 A 69 ANOS,171
2343,24/09/2020,2020-09-24,10 A 19 ANOS,90
2344,24/09/2020,2020-09-24,20 A 29 ANOS,413
2345,24/09/2020,2020-09-24,30 A 39 ANOS,547
2346,24/09/2020,2020-09-24,40 A 49 ANOS,396
2351,24/09/2020,2020-09-24,90 OU MAIS,10
2352,24/09/2020,2020-09-24,<1ANO,6
2350,24/09/2020,2020-09-24,80 A 89 ANOS,48
2349,24/09/2020,2020-09-24,70 A 79 ANOS,125
2342,24/09/2020,2020-09-24,1 A 9 ANOS,40
2347,24/09/2020,2020-09-24,50 A 59 ANOS,351
2348,24/09/2020,2020-09-24,60 A 69 ANOS,212
2456,25/09/2020,2020-09-25,<1ANO,9
2455,25/09/2020,2020-09-25,90 OU MAIS,10
2454,25/09/2020,2020-09-25,80 A 89 ANOS,52
2447,25/09/2020,2020-09-25,10 A 19 ANOS,98
2448,25/09/2020,2020-09-25,20 A 29 ANOS,376
2453,25/09/2020,2020-09-25,70 A 79 ANOS,115
2446,25/09/2020,2020-09-25,1 A 9 ANOS,64
2452,25/09/2020,2020-09-25,60 A 69 ANOS,202
2449,25/09/2020,2020-09-25,30 A 39 ANOS,456
2450,25/09/2020,2020-09-25,40 A 49 ANOS,377
2451,25/09/2020,2020-09-25,50 A 59 ANOS,308
2546,26/09/2020,2020-09-26,20 A 29 ANOS,197
2550,26/09/2020,2020-09-26,60 A 69 ANOS,106
2549,26/09/2020,2020-09-26,50 A 59 ANOS,169
2551,26/09/2020,2020-09-26,70 A 79 ANOS,65
2547,26/09/2020,2020-09-26,30 A 39 ANOS,280
2552,26/09/2020,2020-09-26,80 A 89 ANOS,24
2545,26/09/2020,2020-09-26,10 A 19 ANOS,55
2544,26/09/2020,2020-09-26,1 A 9 ANOS,21
2553,26/09/2020,2020-09-26,90 OU MAIS,7
2554,26/09/2020,2020-09-26,<1ANO,5
2548,26/09/2020,2020-09-26,40 A 49 ANOS,218
2649,27/09/2020,2020-09-27,1 A 9 ANOS,7
2653,27/09/2020,2020-09-27,40 A 49 ANOS,108
2651,27/09/2020,2020-09-27,20 A 29 ANOS,74
2652,27/09/2020,2020-09-27,30 A 39 ANOS,94
2657,27/09/2020,2020-09-27,80 A 89 ANOS,15
2654,27/09/2020,2020-09-27,50 A 59 ANOS,74
2656,27/09/2020,2020-09-27,70 A 79 ANOS,33
2655,27/09/2020,2020-09-27,60 A 69 ANOS,65
2659,27/09/2020,2020-09-27,<1ANO,2
2650,27/09/2020,2020-09-27,10 A 19 ANOS,32
2658,27/09/2020,2020-09-27,90 OU MAIS,1
2759,28/09/2020,2020-09-28,80 A 89 ANOS,44
2757,28/09/2020,2020-09-28,60 A 69 ANOS,171
2756,28/09/2020,2020-09-28,50 A 59 ANOS,287
2754,28/09/2020,2020-09-28,30 A 39 ANOS,445
2753,28/09/2020,2020-09-28,20 A 29 ANOS,367
2752,28/09/2020,2020-09-28,10 A 19 ANOS,106
2755,28/09/2020,2020-09-28,40 A 49 ANOS,409
2758,28/09/2020,2020-09-28,70 A 79 ANOS,75
2751,28/09/2020,2020-09-28,1 A 9 ANOS,47
2761,28/09/2020,2020-09-28,<1ANO,9
2760,28/09/2020,2020-09-28,90 OU MAIS,9
2849,29/09/2020,2020-09-29,40 A 49 ANOS,394
2850,29/09/2020,2020-09-29,50 A 59 ANOS,282
2851,29/09/2020,2020-09-29,60 A 69 ANOS,192
2848,29/09/2020,2020-09-29,30 A 39 ANOS,484
2853,29/09/2020,2020-09-29,80 A 89 ANOS,50
2852,29/09/2020,2020-09-29,70 A 79 ANOS,115
2855,29/09/2020,2020-09-29,<1ANO,12
2845,29/09/2020,2020-09-29,1 A 9 ANOS,44
2846,29/09/2020,2020-09-29,10 A 19 ANOS,126
2847,29/09/2020,2020-09-29,20 A 29 ANOS,363
2854,29/09/2020,2020-09-29,90 OU MAIS,10
2948,30/09/2020,2020-09-30,90 OU MAIS,8
2943,30/09/2020,2020-09-30,40 A 49 ANOS,343
2944,30/09/2020,2020-09-30,50 A 59 ANOS,263
2945,30/09/2020,2020-09-30,60 A 69 ANOS,168
2946,30/09/2020,2020-09-30,70 A 79 ANOS,105
2947,30/09/2020,2020-09-30,80 A 89 ANOS,45
2949,30/09/2020,2020-09-30,<1ANO,6
2942,30/09/2020,2020-09-30,30 A 39 ANOS,439
2941,30/09/2020,2020-09-30,20 A 29 ANOS,360
2940,30/09/2020,2020-09-30,10 A 19 ANOS,95
2939,30/09/2020,2020-09-30,1 A 9 ANOS,30
872,10/02/2020,2020-10-02,60 A 69 ANOS,1
873,10/03/2020,2020-10-03,40 A 49 ANOS,1
881,10/04/2020,2020-10-04,70 A 79 ANOS,7
882,10/04/2020,2020-10-04,80 A 89 ANOS,4
879,10/04/2020,2020-10-04,50 A 59 ANOS,17
877,10/04/2020,2020-10-04,30 A 39 ANOS,20
876,10/04/2020,2020-10-04,20 A 29 ANOS,14
875,10/04/2020,2020-10-04,10 A 19 ANOS,3
874,10/04/2020,2020-10-04,1 A 9 ANOS,1
880,10/04/2020,2020-10-04,60 A 69 ANOS,16
878,10/04/2020,2020-10-04,40 A 49 ANOS,19
889,10/05/2020,2020-10-05,60 A 69 ANOS,8
888,10/05/2020,2020-10-05,50 A 59 ANOS,11
883,10/05/2020,2020-10-05,1 A 9 ANOS,1
884,10/05/2020,2020-10-05,10 A 19 ANOS,2
885,10/05/2020,2020-10-05,20 A 29 ANOS,14
886,10/05/2020,2020-10-05,30 A 39 ANOS,27
887,10/05/2020,2020-10-05,40 A 49 ANOS,22
890,10/05/2020,2020-10-05,70 A 79 ANOS,8
891,10/05/2020,2020-10-05,80 A 89 ANOS,7
896,10/06/2020,2020-10-06,40 A 49 ANOS,404
897,10/06/2020,2020-10-06,50 A 59 ANOS,249
894,10/06/2020,2020-10-06,20 A 29 ANOS,283
895,10/06/2020,2020-10-06,30 A 39 ANOS,482
902,10/06/2020,2020-10-06,<1ANO,7
901,10/06/2020,2020-10-06,90 OU MAIS,8
900,10/06/2020,2020-10-06,80 A 89 ANOS,51
899,10/06/2020,2020-10-06,70 A 79 ANOS,69
898,10/06/2020,2020-10-06,60 A 69 ANOS,122
893,10/06/2020,2020-10-06,10 A 19 ANOS,61
892,10/06/2020,2020-10-06,1 A 9 ANOS,39
905,10/07/2020,2020-10-07,20 A 29 ANOS,493
906,10/07/2020,2020-10-07,30 A 39 ANOS,728
904,10/07/2020,2020-10-07,10 A 19 ANOS,120
907,10/07/2020,2020-10-07,40 A 49 ANOS,520
913,10/07/2020,2020-10-07,<1ANO,15
912,10/07/2020,2020-10-07,90 OU MAIS,14
911,10/07/2020,2020-10-07,80 A 89 ANOS,61
908,10/07/2020,2020-10-07,50 A 59 ANOS,397
903,10/07/2020,2020-10-07,1 A 9 ANOS,61
909,10/07/2020,2020-10-07,60 A 69 ANOS,205
910,10/07/2020,2020-10-07,70 A 79 ANOS,109
920,10/08/2020,2020-10-08,60 A 69 ANOS,237
924,10/08/2020,2020-10-08,<1ANO,20
923,10/08/2020,2020-10-08,90 OU MAIS,14
922,10/08/2020,2020-10-08,80 A 89 ANOS,52
921,10/08/2020,2020-10-08,70 A 79 ANOS,133
914,10/08/2020,2020-10-08,1 A 9 ANOS,75
915,10/08/2020,2020-10-08,10 A 19 ANOS,136
916,10/08/2020,2020-10-08,20 A 29 ANOS,496
917,10/08/2020,2020-10-08,30 A 39 ANOS,728
918,10/08/2020,2020-10-08,40 A 49 ANOS,583
919,10/08/2020,2020-10-08,50 A 59 ANOS,396
934,10/09/2020,2020-10-09,90 OU MAIS,19
935,10/09/2020,2020-10-09,<1ANO,11
933,10/09/2020,2020-10-09,80 A 89 ANOS,68
932,10/09/2020,2020-10-09,70 A 79 ANOS,112
931,10/09/2020,2020-10-09,60 A 69 ANOS,201
930,10/09/2020,2020-10-09,50 A 59 ANOS,333
929,10/09/2020,2020-10-09,40 A 49 ANOS,468
927,10/09/2020,2020-10-09,20 A 29 ANOS,412
926,10/09/2020,2020-10-09,10 A 19 ANOS,137
925,10/09/2020,2020-10-09,1 A 9 ANOS,79
928,10/09/2020,2020-10-09,30 A 39 ANOS,524
946,10/10/2020,2020-10-10,<1ANO,4
945,10/10/2020,2020-10-10,90 OU MAIS,8
944,10/10/2020,2020-10-10,80 A 89 ANOS,27
943,10/10/2020,2020-10-10,70 A 79 ANOS,45
942,10/10/2020,2020-10-10,60 A 69 ANOS,71
940,10/10/2020,2020-10-10,40 A 49 ANOS,146
939,10/10/2020,2020-10-10,30 A 39 ANOS,202
941,10/10/2020,2020-10-10,50 A 59 ANOS,100
937,10/10/2020,2020-10-10,10 A 19 ANOS,40
936,10/10/2020,2020-10-10,1 A 9 ANOS,24
938,10/10/2020,2020-10-10,20 A 29 ANOS,146
955,10/11/2020,2020-10-11,80 A 89 ANOS,37
957,10/11/2020,2020-10-11,<1ANO,4
954,10/11/2020,2020-10-11,70 A 79 ANOS,92
953,10/11/2020,2020-10-11,60 A 69 ANOS,185
952,10/11/2020,2020-10-11,50 A 59 ANOS,266
947,10/11/2020,2020-10-11,1 A 9 ANOS,43
948,10/11/2020,2020-10-11,10 A 19 ANOS,104
949,10/11/2020,2020-10-11,20 A 29 ANOS,481
950,10/11/2020,2020-10-11,30 A 39 ANOS,509
951,10/11/2020,2020-10-11,40 A 49 ANOS,375
956,10/11/2020,2020-10-11,90 OU MAIS,9
968,10/12/2020,2020-10-12,<1ANO,22
964,10/12/2020,2020-10-12,60 A 69 ANOS,273
958,10/12/2020,2020-10-12,1 A 9 ANOS,67
959,10/12/2020,2020-10-12,10 A 19 ANOS,161
960,10/12/2020,2020-10-12,20 A 29 ANOS,632
961,10/12/2020,2020-10-12,30 A 39 ANOS,767
966,10/12/2020,2020-10-12,80 A 89 ANOS,79
967,10/12/2020,2020-10-12,90 OU MAIS,15
963,10/12/2020,2020-10-12,50 A 59 ANOS,469
962,10/12/2020,2020-10-12,40 A 49 ANOS,635
965,10/12/2020,2020-10-12,70 A 79 ANOS,151
1242,13/10/2020,2020-10-13,<1ANO,9
1240,13/10/2020,2020-10-13,80 A 89 ANOS,29
1241,13/10/2020,2020-10-13,90 OU MAIS,6
1238,13/10/2020,2020-10-13,60 A 69 ANOS,146
1236,13/10/2020,2020-10-13,40 A 49 ANOS,249
1235,13/10/2020,2020-10-13,30 A 39 ANOS,374
1234,13/10/2020,2020-10-13,20 A 29 ANOS,252
1233,13/10/2020,2020-10-13,10 A 19 ANOS,99
1232,13/10/2020,2020-10-13,1 A 9 ANOS,36
1239,13/10/2020,2020-10-13,70 A 79 ANOS,59
1237,13/10/2020,2020-10-13,50 A 59 ANOS,215
1342,14/10/2020,2020-10-14,90 OU MAIS,3
1337,14/10/2020,2020-10-14,40 A 49 ANOS,234
1339,14/10/2020,2020-10-14,60 A 69 ANOS,125
1340,14/10/2020,2020-10-14,70 A 79 ANOS,67
1341,14/10/2020,2020-10-14,80 A 89 ANOS,34
1343,14/10/2020,2020-10-14,<1ANO,9
1338,14/10/2020,2020-10-14,50 A 59 ANOS,179
1336,14/10/2020,2020-10-14,30 A 39 ANOS,313
1334,14/10/2020,2020-10-14,10 A 19 ANOS,76
1333,14/10/2020,2020-10-14,1 A 9 ANOS,30
1335,14/10/2020,2020-10-14,20 A 29 ANOS,240
1432,15/10/2020,2020-10-15,1 A 9 ANOS,30
1435,15/10/2020,2020-10-15,30 A 39 ANOS,368
1436,15/10/2020,2020-10-15,40 A 49 ANOS,292
1437,15/10/2020,2020-10-15,50 A 59 ANOS,251
1438,15/10/2020,2020-10-15,60 A 69 ANOS,145
1439,15/10/2020,2020-10-15,70 A 79 ANOS,76
1434,15/10/2020,2020-10-15,20 A 29 ANOS,261
1440,15/10/2020,2020-10-15,80 A 89 ANOS,45
1441,15/10/2020,2020-10-15,90 OU MAIS,10
1442,15/10/2020,2020-10-15,<1ANO,4
1433,15/10/2020,2020-10-15,10 A 19 ANOS,55
1542,16/10/2020,2020-10-16,<1ANO,7
1541,16/10/2020,2020-10-16,90 OU MAIS,10
1540,16/10/2020,2020-10-16,80 A 89 ANOS,46
1538,16/10/2020,2020-10-16,60 A 69 ANOS,139
1537,16/10/2020,2020-10-16,50 A 59 ANOS,210
1536,16/10/2020,2020-10-16,40 A 49 ANOS,315
1535,16/10/2020,2020-10-16,30 A 39 ANOS,396
1534,16/10/2020,2020-10-16,20 A 29 ANOS,306
1533,16/10/2020,2020-10-16,10 A 19 ANOS,74
1532,16/10/2020,2020-10-16,1 A 9 ANOS,41
1539,16/10/2020,2020-10-16,70 A 79 ANOS,73
1634,17/10/2020,2020-10-17,1 A 9 ANOS,18
1635,17/10/2020,2020-10-17,10 A 19 ANOS,47
1644,17/10/2020,2020-10-17,<1ANO,1
1639,17/10/2020,2020-10-17,50 A 59 ANOS,130
1638,17/10/2020,2020-10-17,40 A 49 ANOS,159
1636,17/10/2020,2020-10-17,20 A 29 ANOS,180
1643,17/10/2020,2020-10-17,90 OU MAIS,8
1642,17/10/2020,2020-10-17,80 A 89 ANOS,24
1641,17/10/2020,2020-10-17,70 A 79 ANOS,38
1640,17/10/2020,2020-10-17,60 A 69 ANOS,81
1637,17/10/2020,2020-10-17,30 A 39 ANOS,249
1743,18/10/2020,2020-10-18,50 A 59 ANOS,89
1742,18/10/2020,2020-10-18,40 A 49 ANOS,99
1741,18/10/2020,2020-10-18,30 A 39 ANOS,135
1740,18/10/2020,2020-10-18,20 A 29 ANOS,97
1739,18/10/2020,2020-10-18,10 A 19 ANOS,21
1748,18/10/2020,2020-10-18,<1ANO,2
1747,18/10/2020,2020-10-18,90 OU MAIS,2
1744,18/10/2020,2020-10-18,60 A 69 ANOS,63
1745,18/10/2020,2020-10-18,70 A 79 ANOS,25
1746,18/10/2020,2020-10-18,80 A 89 ANOS,12
1738,18/10/2020,2020-10-18,1 A 9 ANOS,12
1844,19/10/2020,2020-10-19,40 A 49 ANOS,241
1843,19/10/2020,2020-10-19,30 A 39 ANOS,349
1845,19/10/2020,2020-10-19,50 A 59 ANOS,196
1846,19/10/2020,2020-10-19,60 A 69 ANOS,117
1847,19/10/2020,2020-10-19,70 A 79 ANOS,57
1848,19/10/2020,2020-10-19,80 A 89 ANOS,24
1849,19/10/2020,2020-10-19,90 OU MAIS,3
1850,19/10/2020,2020-10-19,<1ANO,15
1840,19/10/2020,2020-10-19,1 A 9 ANOS,40
1842,19/10/2020,2020-10-19,20 A 29 ANOS,269
1841,19/10/2020,2020-10-19,10 A 19 ANOS,78
1942,20/10/2020,2020-10-20,1 A 9 ANOS,45
1943,20/10/2020,2020-10-20,10 A 19 ANOS,65
1944,20/10/2020,2020-10-20,20 A 29 ANOS,277
1945,20/10/2020,2020-10-20,30 A 39 ANOS,366
1946,20/10/2020,2020-10-20,40 A 49 ANOS,222
1947,20/10/2020,2020-10-20,50 A 59 ANOS,189
1948,20/10/2020,2020-10-20,60 A 69 ANOS,139
1949,20/10/2020,2020-10-20,70 A 79 ANOS,76
1950,20/10/2020,2020-10-20,80 A 89 ANOS,28
1951,20/10/2020,2020-10-20,90 OU MAIS,12
1952,20/10/2020,2020-10-20,<1ANO,6
2050,21/10/2020,2020-10-21,60 A 69 ANOS,111
2044,21/10/2020,2020-10-21,1 A 9 ANOS,33
2045,21/10/2020,2020-10-21,10 A 19 ANOS,66
2046,21/10/2020,2020-10-21,20 A 29 ANOS,264
2047,21/10/2020,2020-10-21,30 A 39 ANOS,336
2048,21/10/2020,2020-10-21,40 A 49 ANOS,240
2049,21/10/2020,2020-10-21,50 A 59 ANOS,145
2051,21/10/2020,2020-10-21,70 A 79 ANOS,79
2052,21/10/2020,2020-10-21,80 A 89 ANOS,31
2053,21/10/2020,2020-10-21,90 OU MAIS,7
2054,21/10/2020,2020-10-21,<1ANO,4
2147,22/10/2020,2020-10-22,20 A 29 ANOS,289
2146,22/10/2020,2020-10-22,10 A 19 ANOS,63
2154,22/10/2020,2020-10-22,90 OU MAIS,7
2153,22/10/2020,2020-10-22,80 A 89 ANOS,30
2152,22/10/2020,2020-10-22,70 A 79 ANOS,73
2151,22/10/2020,2020-10-22,60 A 69 ANOS,118
2150,22/10/2020,2020-10-22,50 A 59 ANOS,186
2149,22/10/2020,2020-10-22,40 A 49 ANOS,237
2148,22/10/2020,2020-10-22,30 A 39 ANOS,378
2145,22/10/2020,2020-10-22,1 A 9 ANOS,39
2155,22/10/2020,2020-10-22,<1ANO,4
2258,23/10/2020,2020-10-23,80 A 89 ANOS,38
2257,23/10/2020,2020-10-23,70 A 79 ANOS,103
2256,23/10/2020,2020-10-23,60 A 69 ANOS,147
2255,23/10/2020,2020-10-23,50 A 59 ANOS,243
2250,23/10/2020,2020-10-23,1 A 9 ANOS,51
2253,23/10/2020,2020-10-23,30 A 39 ANOS,494
2252,23/10/2020,2020-10-23,20 A 29 ANOS,345
2251,23/10/2020,2020-10-23,10 A 19 ANOS,92
2260,23/10/2020,2020-10-23,<1ANO,5
2254,23/10/2020,2020-10-23,40 A 49 ANOS,352
